84,57,56,56,86,86,86,74,74,73,76,77,77,78,69,69,69,85,64,78,1
86,56,56,56,86,86,86,75,75,76,75,75,75,75,73,73,72,88,67,79,1
83,60,60,59,84,84,84,70,70,70,73,73,74,74,69,69,69,88,62,79,1
85,57,57,57,85,85,85,69,70,69,72,73,72,72,71,71,71,85,63,73,1
85,56,56,56,84,84,85,72,72,70,72,72,71,72,71,71,71,85,58,74,1
83,54,54,54,83,83,83,70,71,71,76,76,77,77,69,69,69,83,60,77,1
85,57,57,57,85,85,85,70,70,71,75,75,76,75,71,72,72,85,62,77,1
83,56,56,56,83,83,83,71,71,72,73,73,73,73,70,70,70,87,66,78,1
84,57,57,57,81,81,81,66,66,66,71,71,71,72,68,68,67,83,61,73,1
84,54,54,54,80,80,80,66,65,64,70,70,71,71,70,70,70,82,62,74,1
86,59,59,59,86,86,86,73,73,73,75,74,74,75,71,71,71,86,62,78,1
86,58,58,58,86,86,86,77,77,77,74,74,74,75,75,75,75,84,63,79,1
87,57,57,56,83,83,83,71,70,70,72,72,72,72,73,73,73,83,61,79,1
84,49,49,49,82,83,83,67,68,67,71,70,71,71,71,70,70,79,57,75,1
84,48,48,48,81,81,82,66,67,67,66,66,66,66,67,67,67,81,58,76,1
86,57,57,56,84,83,84,70,71,71,72,72,73,72,71,71,71,84,60,79,1
83,56,56,56,84,84,83,70,70,70,70,70,70,71,65,65,65,82,61,76,1
85,51,51,51,85,84,85,67,67,67,73,73,73,74,69,69,69,85,60,76,1
85,56,57,56,86,85,86,72,73,73,75,76,75,75,73,73,73,84,62,76,1
82,58,57,57,83,83,83,69,70,69,72,72,73,72,71,71,71,84,63,78,1
78,51,51,51,76,78,78,63,63,64,65,65,65,65,61,62,61,73,56,75,2
80,49,49,49,74,76,76,63,63,64,65,65,64,65,61,62,61,74,60,71,2
77,49,49,49,79,79,79,66,67,67,65,64,64,64,64,63,64,75,60,70,2
79,48,48,48,76,78,78,64,64,65,67,67,67,67,69,69,69,73,55,70,2
78,52,52,52,78,78,78,65,64,66,66,66,66,66,66,66,66,73,60,69,2
78,50,50,50,76,76,78,62,62,62,66,66,66,66,67,67,66,72,54,70,2
79,54,54,53,70,75,75,64,65,64,63,63,63,63,67,67,67,74,57,71,2
79,47,47,47,76,76,76,64,64,63,60,60,60,60,63,63,62,68,56,69,2
79,44,44,44,76,75,75,65,65,65,63,63,62,62,66,66,67,74,55,72,2
80,47,47,47,77,77,77,63,63,63,65,65,65,64,67,66,66,70,51,67,2
79,50,50,51,77,77,76,67,67,67,63,63,63,63,67,66,66,73,57,72,2
78,54,55,54,76,76,76,64,64,65,61,61,61,61,71,70,70,74,60,73,2
77,52,54,54,76,77,78,66,66,66,61,61,61,60,65,66,65,75,58,73,2
76,52,53,53,77,77,77,66,65,66,62,61,61,61,65,65,65,74,59,72,2
77,50,50,50,73,76,76,65,65,66,60,60,60,59,67,68,68,72,54,72,2
77,47,47,47,76,74,74,65,65,65,59,59,59,59,66,66,65,70,52,73,2
79,47,49,49,74,76,75,65,65,65,60,60,60,60,66,67,66,72,54,70,2
77,46,46,46,67,73,72,63,63,63,60,60,60,60,65,65,65,69,53,64,2
77,51,51,51,70,75,75,65,65,66,61,61,61,61,67,67,67,71,55,72,2
78,52,54,54,75,74,75,63,64,64,60,60,61,60,65,65,65,69,58,73,2
83,55,55,55,78,78,78,69,69,70,70,70,71,71,69,69,68,83,57,75,3
81,55,54,54,77,77,77,68,67,67,71,71,71,71,64,64,63,83,59,73,3
83,57,56,56,72,72,72,60,60,60,63,64,64,64,67,68,68,83,57,75,3
83,49,49,49,75,75,75,68,68,68,68,68,68,69,62,62,62,79,58,71,3
82,53,53,53,72,72,73,58,57,58,60,61,61,61,62,61,61,82,62,74,3
80,60,60,60,71,71,71,59,58,59,59,60,60,61,66,65,65,81,59,74,3
83,50,50,50,75,75,75,65,64,65,66,66,67,68,63,63,63,81,58,75,3
83,55,55,55,82,82,82,69,68,68,72,72,71,72,66,65,65,81,62,67,3
85,48,49,49,79,79,79,74,72,72,71,71,71,71,64,64,64,82,62,73,3
87,53,53,53,68,68,68,66,65,66,60,60,61,60,64,66,65,82,58,71,3
76,42,42,42,66,67,67,60,59,60,54,54,54,53,59,57,57,66,53,68,3
77,43,44,44,70,72,72,59,59,59,57,57,57,56,57,57,57,67,53,68,3
77,45,46,46,64,63,63,54,54,54,49,49,49,49,58,58,59,67,53,66,3
78,45,46,46,56,57,57,59,59,58,52,52,52,52,58,57,58,67,54,64,3
78,47,49,50,56,56,56,58,56,56,43,43,43,43,58,59,59,70,55,67,3
77,46,46,47,55,55,55,53,55,54,47,47,47,47,56,55,55,71,55,65,3
77,48,48,48,63,65,65,52,51,52,50,50,50,50,58,59,58,68,54,68,3
77,45,46,46,66,66,66,54,54,54,55,55,55,54,61,60,60,65,54,68,3
77,50,51,50,64,64,64,57,57,57,56,56,56,56,60,60,60,64,54,62,3
77,48,49,49,63,63,63,60,60,60,57,57,57,57,61,61,61,65,54,62,3
76,52,53,53,61,62,62,62,59,59,54,54,54,54,56,55,56,64,50,62,4
74,52,52,52,62,63,63,58,58,58,54,54,54,53,56,55,55,65,54,64,4
75,46,47,47,67,65,65,59,59,59,55,55,55,55,60,60,60,66,52,63,4
80,45,45,45,58,63,63,59,60,59,54,54,54,54,60,61,62,68,53,70,4
78,44,46,46,63,68,68,62,61,61,55,55,55,55,62,61,61,68,58,66,4
77,49,48,48,69,69,69,64,64,63,59,59,59,58,61,62,61,66,56,64,4
78,46,46,47,67,71,71,64,59,60,58,58,58,57,63,63,62,65,51,67,4
79,40,42,42,65,72,72,59,59,59,56,56,56,55,61,61,61,68,51,68,4
75,43,43,43,69,69,69,58,57,58,56,56,56,56,60,60,60,67,51,65,4
77,42,42,43,72,73,73,62,62,62,58,58,57,57,62,62,62,68,51,67,4
80,52,52,52,70,73,75,62,62,61,60,59,60,60,68,67,68,72,56,70,4
78,53,54,54,75,75,75,62,63,62,62,61,61,61,64,64,64,71,56,74,4
79,54,54,54,70,70,70,63,63,62,59,59,59,59,65,65,66,69,56,69,4
77,52,52,52,71,72,71,62,62,62,60,60,59,60,61,61,61,67,54,64,4
73,51,53,53,70,69,70,61,60,61,61,61,61,61,62,62,62,68,56,63,4
77,53,53,54,68,68,68,64,63,63,59,59,59,59,59,59,62,68,55,65,4
79,54,56,56,64,66,65,64,64,64,57,57,58,57,59,61,61,70,57,67,4
82,57,57,57,67,67,67,62,62,62,59,59,59,59,64,63,64,68,56,70,4
79,56,57,57,64,64,64,61,61,61,54,54,54,54,65,65,65,70,55,67,4
77,54,55,55,61,61,61,60,58,60,54,54,54,54,57,58,57,64,53,64,4
77,60,60,59,76,76,76,62,62,62,63,63,64,63,65,65,65,86,60,78,5
82,63,62,62,81,81,80,65,65,66,63,63,63,63,64,64,64,82,60,74,5
80,66,66,66,83,83,82,66,66,65,67,67,67,67,60,60,60,78,61,74,5
81,63,63,63,84,84,84,68,68,67,70,69,70,70,60,60,60,78,62,78,5
79,64,63,63,86,86,86,70,70,70,66,66,66,66,61,60,61,83,59,84,5
79,69,68,68,85,85,85,68,68,68,68,68,68,68,61,61,61,81,66,79,5
79,68,68,68,79,79,79,64,64,64,67,67,67,67,64,63,63,83,59,77,5
80,63,63,63,81,81,81,62,63,63,67,67,67,67,62,62,62,82,63,78,5
75,65,65,65,82,82,82,69,69,69,64,64,65,65,61,61,61,83,62,76,5
78,65,65,65,83,83,83,68,68,67,67,67,67,67,59,59,59,79,60,76,5
80,57,56,57,79,79,81,69,69,70,71,71,71,71,66,66,66,77,58,71,5
82,56,56,56,84,84,84,73,74,73,74,74,74,74,63,63,63,78,59,72,5
83,64,64,64,82,82,82,79,79,79,76,76,76,76,58,58,58,77,58,75,5
83,61,61,61,83,83,83,76,76,75,75,75,75,75,58,58,58,74,52,75,5
82,65,65,65,85,84,84,76,76,77,77,77,77,77,57,57,57,74,54,72,5
81,59,59,59,80,80,80,74,74,74,75,75,75,75,62,62,62,76,56,74,5
84,63,63,63,82,82,81,71,72,72,73,73,73,73,61,61,61,78,58,71,5
84,55,54,54,84,84,84,73,73,73,77,77,77,77,69,68,68,82,52,70,5
84,63,63,63,83,83,83,74,73,72,75,75,75,75,60,60,60,78,55,68,5
84,61,60,61,79,79,79,71,70,70,73,73,73,73,62,62,62,78,60,79,5
76,53,54,54,64,67,66,60,59,59,58,58,58,58,58,58,58,65,53,65,6
79,53,54,54,68,69,69,61,61,61,58,58,58,58,59,60,59,65,52,64,6
76,53,53,53,69,69,69,60,60,60,59,58,58,58,59,58,58,65,51,68,6
73,54,54,54,70,71,71,67,67,65,61,61,61,61,54,54,54,63,52,65,6
74,53,55,54,73,73,73,65,64,65,61,61,61,61,56,55,55,62,51,62,6
75,56,54,54,71,71,71,64,64,64,62,62,62,62,57,57,57,65,49,66,6
72,54,55,55,75,74,74,70,69,69,65,65,65,65,59,59,59,64,52,67,6
76,56,56,56,74,74,74,67,67,66,65,65,65,65,57,56,57,65,51,66,6
72,55,54,54,76,76,76,69,69,69,68,68,68,68,55,55,55,64,52,69,6
73,55,53,54,76,76,76,69,69,69,65,64,65,64,54,54,54,65,49,66,6
74,71,71,71,84,83,83,79,78,77,76,76,76,76,66,66,65,76,59,64,6
75,72,71,72,81,81,81,77,77,76,74,74,74,74,63,62,63,77,55,64,6
69,66,66,65,83,83,82,71,71,71,75,75,75,75,64,63,64,75,55,65,6
73,67,68,68,85,85,85,75,76,75,81,81,81,81,68,68,68,79,53,67,6
75,67,66,67,81,81,81,74,74,73,75,75,75,75,61,61,61,71,55,66,6
79,62,62,62,80,80,79,75,74,75,73,73,73,73,65,65,64,73,55,67,6
69,62,62,63,85,85,85,77,77,77,76,76,76,76,65,65,65,77,59,72,6
77,67,67,66,85,84,85,79,79,79,77,77,76,76,66,65,65,77,59,69,6
72,65,64,64,85,86,86,76,77,77,75,75,75,75,63,63,63,73,58,68,6
76,66,66,67,83,84,84,76,77,75,78,78,78,78,65,65,66,74,54,68,6
74,71,71,71,84,84,84,72,72,72,69,69,70,70,61,61,62,81,59,77,7
72,70,71,68,86,85,84,72,73,73,70,70,71,71,63,62,62,82,59,78,7
71,72,73,73,85,86,85,75,75,74,71,71,71,71,62,61,61,78,58,78,7
68,70,70,70,82,82,82,73,73,73,72,72,72,72,62,61,61,76,57,76,7
69,71,72,72,84,83,84,73,73,73,69,69,69,69,56,56,56,80,59,77,7
74,73,72,73,85,85,85,72,73,74,70,71,70,70,61,61,61,78,58,75,7
69,70,71,70,86,85,85,76,76,75,73,73,73,73,63,63,63,77,57,74,7
69,74,72,73,82,82,83,73,73,73,69,69,70,70,57,57,57,77,57,75,7
71,70,70,70,83,82,83,74,74,74,71,71,71,72,61,61,61,76,55,74,7
67,71,71,71,83,84,83,75,75,75,70,70,70,70,60,60,60,77,57,71,7
72,70,69,70,86,85,85,71,71,71,71,71,71,71,59,59,58,76,59,72,7
68,70,70,70,82,82,83,73,74,73,72,73,72,73,57,57,57,78,59,75,7
69,69,69,69,82,81,82,75,75,74,72,72,72,72,62,62,62,78,57,71,7
68,75,75,75,84,85,84,72,72,72,72,72,72,72,63,62,62,75,58,74,7
70,70,71,71,84,84,84,78,78,77,73,73,73,73,62,62,62,80,58,74,7
66,69,69,69,84,84,84,75,73,75,72,72,72,72,62,62,62,78,56,74,7
70,66,65,65,83,83,83,79,78,78,73,73,73,73,61,61,61,74,57,73,7
71,64,64,64,81,81,81,76,76,76,73,73,73,73,60,61,60,75,57,75,7
70,68,68,68,80,80,80,77,77,77,70,70,71,71,60,59,59,78,57,70,7
70,66,66,66,81,81,81,76,77,77,71,71,71,72,62,62,62,77,58,74,7
72,62,62,62,78,78,78,73,73,73,69,69,69,69,60,59,60,75,55,70,8
73,68,67,67,81,81,81,75,74,74,71,71,72,72,65,64,64,76,57,71,8
70,65,65,65,79,79,79,77,77,77,74,74,74,74,62,62,62,76,55,68,8
69,64,64,65,78,78,79,78,76,76,71,71,71,71,59,59,59,78,56,71,8
73,64,63,64,80,80,80,78,79,78,71,71,71,71,58,57,57,75,52,75,8
72,61,61,61,78,78,79,77,77,77,70,70,70,70,60,60,60,73,53,70,8
74,63,63,63,80,80,80,74,74,74,72,72,72,73,61,61,61,77,55,70,8
73,62,62,62,77,77,77,74,74,75,71,71,71,72,65,64,64,76,55,69,8
72,62,61,61,79,79,79,74,74,75,71,71,71,71,61,60,61,75,56,70,8
73,62,61,61,78,78,79,76,75,75,71,71,71,71,60,60,59,77,55,69,8
67,69,70,67,85,86,86,77,76,76,79,79,79,79,65,64,65,78,56,68,8
67,66,66,66,86,87,86,78,78,78,80,80,80,80,66,66,66,75,57,72,8
