0.945055,0.945055,0.955056,0.875,0.485714,0.424242,0.424242,0.815789,0.815789,0.789474,0.828947,0.957447,0.891304,0.89011,0.96875,0.96875,0.977273,0.96875,0.785714,0.766667,0.75,0.868421,0.894737,0.894737,0.921053,0.774194,0.763441,0.752688,0.714286,0.714286,0.714286,0.902174,0.902174,0.967742,0.891304,0.884615,0.833333,0.727273,0.880435,0.910112,0.9,1
0.989011,0.989011,0.966292,0.958333,0.457143,0.424242,0.424242,0.828947,0.828947,0.802632,0.828947,1,0.913043,0.912088,0.96875,0.96875,0.977273,0.96875,0.821429,0.8,0.857143,0.842105,0.842105,0.842105,0.842105,0.763441,0.763441,0.774194,0.904762,0.904762,0.857143,0,0,0.978495,0,1,1,0.772727,0.902174,0.932584,0.922222,1
0.978022,0.978022,0.977528,0.833333,0.571429,0.545455,0.515152,0.763158,0.776316,0.776316,0.789474,0.968085,0.934783,0.956044,0.90625,0.90625,0.954545,0.90625,0.642857,0.633333,0.642857,0.789474,0.789474,0.815789,0.815789,0.784946,0.795699,0.817204,0.714286,0.714286,0.714286,1,0,1,0,1,0.722222,0.772727,0.880435,0.932584,0.922222,1
0.967033,0.967033,0.977528,0.916667,0.485714,0.454545,0.454545,0.776316,0.776316,0.789474,0.776316,0.978723,0.902174,0.923077,0.9375,0.9375,0.977273,0.9375,0.607143,0.633333,0.607143,0.763158,0.789474,0.763158,0.763158,0.806452,0.795699,0.817204,0.809524,0.809524,0.809524,0.98913,0.98913,0.978495,0.98913,0.884615,0.777778,0.5,0.880435,0.910112,0.922222,1
0.945055,0.945055,0.966292,0.916667,0.457143,0.424242,0.424242,0.697368,0.710526,0.75,0.710526,0.968085,0.891304,0.901099,0.90625,0.90625,0.943182,0.9375,0.714286,0.7,0.642857,0.763158,0.763158,0.736842,0.763158,0.870968,0.870968,0.849462,0.809524,0.809524,0.809524,1,1,0.989247,0,0.884615,0.5,0.545455,0.913043,0.910112,0.955556,1
0.956044,0.956044,0,0.833333,0.4,0.363636,0.363636,0.776316,0.776316,0.776316,0.776316,0.957447,0.913043,0.923077,0.875,0.875,0.931818,0.875,0.642857,0.666667,0.678571,0.868421,0.868421,0.894737,0.894737,0.83871,0.83871,0.83871,0.714286,0.714286,0.714286,0.967391,0.967391,0.978495,0.978261,0.807692,0.611111,0.681818,0.880435,0.898876,0.933333,1
0.956044,0.956044,0.988764,0.916667,0.485714,0.454545,0.454545,0.776316,0.776316,0.763158,0.776316,0.946809,0.923913,0.945055,0.9375,0.9375,0.954545,0.9375,0.642857,0.633333,0.678571,0.842105,0.842105,0.868421,0.842105,0.817204,0.806452,0.795699,0.809524,0.857143,0.857143,0.978261,0.98913,0.967742,0.978261,0.884615,0.722222,0.681818,0.902174,0.932584,0.933333,1
0.945055,0.945055,1,0.833333,0.457143,0.424242,0.424242,0.802632,0.802632,0.776316,0.802632,0.93617,0.945652,0.967033,0.875,0.875,0.943182,0.875,0.678571,0.666667,0.714286,0.789474,0.789474,0.789474,0.789474,0.774194,0.774194,0.795699,0.761905,0.761905,0.761905,0,0,0.967742,0,0.961538,0.944444,0.727273,0.836957,0.88764,0.888889,1
0.945055,0.945055,1,0.875,0.485714,0.454545,0.454545,0.789474,0.789474,0.75,0.789474,0.904255,0.891304,0.879121,0.8125,0.8125,0.920455,0.8125,0.5,0.5,0.5,0.736842,0.736842,0.736842,0.763158,0.817204,0.817204,0.817204,0.666667,0.666667,0.619048,0.978261,0.978261,0.967742,0.98913,0.807692,0.666667,0.5,0.858696,0.898876,0.888889,1
0.934066,0.934066,0.955056,0.875,0.4,0.363636,0.363636,0.723684,0.723684,0.736842,0.723684,0.946809,0.902174,0.89011,0.78125,0.78125,0.909091,0.78125,0.5,0.466667,0.428571,0.710526,0.710526,0.736842,0.736842,0.784946,0.795699,0.806452,0.761905,0.761905,0.761905,0.98913,0.98913,0.967742,1,0.769231,0.722222,0.545455,0.891304,0.932584,0.911111,1
1,1,0.977528,0.958333,0.542857,0.515152,0.515152,0.776316,0.776316,0.776316,0.776316,0.968085,0.923913,0.923077,0.96875,0.96875,0.965909,0.96875,0.75,0.733333,0.75,0.842105,0.815789,0.815789,0.842105,0.827957,0.827957,0.83871,0.809524,0.809524,0.809524,0.98913,1,0.978495,0.98913,0.923077,0.722222,0.727273,0.891304,0.955056,0.922222,2
0,0,1,0.958333,0.514286,0.484848,0.484848,0.763158,0.763158,0.75,0.763158,0,0.902174,0,0.96875,0.96875,0.977273,0.96875,0.892857,0.866667,0.892857,0.815789,0.815789,0.815789,0.842105,0.903226,0.892473,0.903226,1,1,1,1,1,0.989247,0,0.846154,0.777778,0.772727,0.923913,0.966292,0.944444,2
0.967033,0.967033,0.988764,1,0.485714,0.454545,0.424242,0.723684,0.723684,0.723684,0.710526,0.946809,0.923913,0.934066,0.875,0.875,0.943182,0.875,0.678571,0.633333,0.642857,0.763158,0.763158,0.763158,0.763158,0.903226,0.924731,0.913978,0.904762,0.904762,0.904762,0,0,0,0,0.807692,0.666667,0.772727,0.869565,0.898876,0.888889,2
0.978022,0.978022,0.977528,0.875,0.257143,0.212121,0.212121,0.710526,0.710526,0.723684,0.710526,0.957447,0.902174,0.912088,0.84375,0.875,0.943182,0.875,0.535714,0.566667,0.535714,0.736842,0.710526,0.736842,0.736842,0.870968,0.870968,0.88172,0.809524,0.761905,0.761905,0.978261,0.98913,0.978495,0.978261,0.653846,0.444444,0.590909,0.880435,0.910112,0.911111,2
0,0,0.966292,0.875,0.228571,0.181818,0.181818,0.710526,0.697368,0.710526,0.710526,0.957447,0,0,0.8125,0.8125,0.931818,0.84375,0.5,0.533333,0.535714,0.605263,0.605263,0.605263,0.605263,0.860215,0.860215,0.860215,0.619048,0.619048,0.619048,0.956522,0.956522,0.946237,0.956522,0.730769,0.5,0.636364,0.902174,0.932584,0.922222,2
0.956044,0.956044,1,0.958333,0.485714,0.454545,0.424242,0.736842,0.736842,0.723684,0.736842,0.968085,0.934783,0.923077,0.90625,0.875,0.943182,0.90625,0.642857,0.666667,0.678571,0.763158,0.763158,0.789474,0.763158,0.892473,0.870968,0.870968,0.809524,0.809524,0.809524,0,0.98913,0.989247,1,0.846154,0.611111,0.772727,0.869565,0.921348,0.933333,2
0.956044,0.956044,0.988764,0.833333,0.457143,0.424242,0.424242,0.723684,0.723684,0.736842,0.723684,0.957447,0.913043,0.912088,0.90625,0.90625,0.943182,0.875,0.642857,0.633333,0.642857,0.710526,0.710526,0.710526,0.736842,0.827957,0.806452,0.827957,0.52381,0.52381,0.52381,0.98913,0.98913,0.978495,0.98913,0.769231,0.666667,0.636364,0.913043,0.932584,0.944444,2
0.978022,0.978022,0.988764,0.916667,0.314286,0.272727,0.272727,0.75,0.75,0.736842,0.75,0.946809,0.923913,0.923077,0.9375,0.90625,0.965909,0.9375,0.535714,0.533333,0.535714,0.789474,0.789474,0.789474,0.815789,0.849462,0.860215,0.849462,0.714286,0.714286,0.714286,0.978261,0.978261,0.967742,0.978261,0.884615,0.611111,0.636364,0.891304,0.910112,0.9,2
0.967033,0.967033,1,0.916667,0.457143,0.454545,0.424242,0.75,0.75,0.723684,0.75,0.946809,0.880435,0.89011,0.96875,0.9375,0.965909,0.96875,0.714286,0.733333,0.75,0.842105,0.868421,0.842105,0.842105,0.849462,0.870968,0.870968,0.904762,0.904762,0.904762,0.978261,0.978261,0.956989,0.978261,0.846154,0.722222,0.636364,0.923913,0.932584,0.922222,2
0.989011,0.989011,0.977528,0.791667,0.514286,0.454545,0.454545,0.710526,0.710526,0.736842,0.697368,0.957447,0.902174,0.923077,0.875,0.875,0.943182,0.875,0.607143,0.633333,0.607143,0.763158,0.763158,0.789474,0.763158,0.806452,0.827957,0.827957,0.809524,0.809524,0.809524,0,0,0.956989,0,0.846154,0.777778,0.727273,0.858696,0.921348,0.922222,2
0.901099,0.901099,0.932584,0.625,0.314286,0.272727,0.272727,0.552632,0.552632,0.552632,0.539474,0.893617,0.869565,0.879121,0.65625,0.71875,0.886364,0.71875,0.392857,0.4,0.428571,0.578947,0.578947,0.578947,0.578947,0.784946,0.784946,0.795699,0.333333,0.380952,0.333333,0.902174,0.902174,0.892473,0.902174,0.423077,0.388889,0.590909,0.804348,0.842697,0.833333,3
