77,77,75,56,54,54,49,49,49,49,80,78,77,71,71,71,71,64,64,64,62,62,62,62,84,79,79,57,57,57,77,77,77,77,65,49,66,77,77,77,6
76,73,72,54,55,55,55,55,55,55,86,79,79,75,74,74,74,70,69,69,65,65,65,65,0,80,79,59,59,59,77,77,76,76,64,52,67,74,74,73,6
78,76,76,56,56,56,52,52,52,52,81,0,81,74,74,74,74,67,67,66,65,65,65,65,0,79,80,57,56,57,75,75,75,75,65,51,66,76,77,79,6
74,76,72,55,54,54,57,57,57,57,77,80,80,76,76,76,76,69,69,69,68,68,68,68,0,0,82,55,55,55,75,75,75,75,64,52,69,77,78,76,6
77,73,73,55,53,54,53,52,52,52,82,81,82,76,76,76,76,69,69,69,65,64,65,64,80,81,81,54,54,54,74,74,74,73,65,49,66,78,78,77,6
81,80,74,71,71,71,70,70,70,67,85,90,86,84,83,83,83,79,78,77,76,76,76,76,82,89,87,66,66,65,87,88,88,88,76,59,64,76,75,72,6
80,0,75,72,71,72,69,70,69,66,84,84,85,81,81,81,81,77,77,76,74,74,74,74,0,88,88,63,62,63,88,88,87,88,77,55,64,80,83,80,6
82,0,69,66,66,65,68,68,68,67,81,87,86,83,83,82,82,71,71,71,75,75,75,75,89,87,89,64,63,64,85,85,85,85,75,55,65,78,79,78,6
85,83,73,67,68,68,71,71,71,70,89,88,89,85,85,85,85,75,76,75,81,81,81,81,0,0,0,68,68,68,89,89,88,89,79,53,67,81,81,82,6
81,0,75,67,66,67,69,69,69,67,84,0,0,81,81,81,81,74,74,73,75,75,75,75,0,0,88,61,61,61,89,89,89,89,71,55,66,0,84,0,6
83,82,79,62,62,62,65,65,65,62,0,84,83,80,80,79,79,75,74,75,73,73,73,73,91,79,86,65,65,64,88,88,88,87,73,55,67,82,80,81,6
84,81,69,62,62,63,66,66,66,63,82,82,83,85,85,83,85,77,77,77,76,76,76,76,84,86,87,65,65,65,87,86,88,86,77,59,72,80,78,75,6
80,83,77,67,67,66,71,71,71,70,85,87,88,85,84,85,85,79,79,79,77,77,76,76,89,90,91,66,65,65,88,88,89,88,77,59,69,84,83,84,6
83,81,72,65,64,64,70,70,70,66,80,88,84,85,86,85,86,76,77,77,75,75,75,75,81,82,82,63,63,63,87,88,88,87,73,58,68,77,81,82,6
79,77,76,66,66,67,72,72,72,68,0,0,0,83,84,83,84,76,77,75,78,78,78,78,89,0,89,65,65,66,87,87,87,87,74,54,68,86,83,82,6
86,77,74,71,71,71,68,68,68,68,85,89,88,84,84,84,84,72,72,72,69,69,70,70,0,0,0,61,61,62,85,86,86,85,81,59,77,90,85,83,7
83,78,72,70,71,68,69,69,69,69,87,88,89,86,85,85,84,72,73,73,70,70,71,71,0,0,0,63,62,62,87,87,87,86,82,59,78,90,86,80,7
85,76,71,72,73,73,66,66,67,67,81,90,91,85,86,85,85,75,75,74,71,71,71,71,0,0,0,62,61,61,86,86,86,86,78,58,78,85,86,86,7
84,73,68,70,70,70,66,66,66,66,79,90,91,82,82,82,82,73,73,73,72,72,72,72,92,0,0,62,61,61,85,85,85,85,76,57,76,90,87,85,7
83,73,69,71,72,72,67,67,67,67,77,0,89,84,83,83,84,73,73,73,69,69,69,69,89,90,90,56,56,56,83,84,83,83,80,59,77,86,85,83,7
84,77,74,73,72,73,67,67,68,68,84,89,87,85,85,85,85,72,73,74,70,71,70,70,0,0,0,61,61,61,86,86,86,86,78,58,75,82,88,0,7
84,75,69,70,71,70,66,66,66,66,77,92,91,86,85,86,85,76,76,75,73,73,73,73,90,90,89,63,63,63,85,85,85,85,77,57,74,82,81,82,7
82,74,69,74,72,73,68,68,68,68,80,0,90,82,82,82,83,73,73,73,69,69,70,70,0,91,0,57,57,57,84,84,84,83,77,57,75,88,86,0,7
83,72,71,70,70,70,68,68,68,68,79,89,0,83,82,82,83,74,74,74,71,71,71,72,0,0,0,61,61,61,84,84,84,84,76,55,74,84,85,0,7
83,74,67,71,71,71,66,66,66,66,80,88,91,83,84,83,83,75,75,75,70,70,70,70,93,91,89,60,60,60,84,83,84,83,77,57,71,0,87,90,7
80,80,72,70,69,70,63,63,63,64,80,73,80,86,85,85,85,71,71,71,71,71,71,71,84,0,0,59,59,58,82,83,83,82,76,59,72,85,85,86,7
84,74,68,70,70,70,61,61,61,61,79,89,88,82,82,82,83,73,74,73,72,73,72,73,83,91,92,57,57,57,82,83,83,82,78,59,75,87,83,86,7
83,74,69,69,69,69,65,65,65,65,80,91,90,82,81,81,82,75,75,74,72,72,72,72,90,93,0,62,62,62,84,84,84,84,78,57,71,83,82,83,7
85,75,68,75,75,75,65,65,65,65,78,90,91,84,85,85,84,72,72,72,72,72,72,72,0,0,0,63,62,62,83,82,83,83,75,58,74,0,86,0,7
82,74,70,70,71,71,65,65,66,66,79,89,89,84,84,84,84,78,78,77,73,73,73,73,0,0,93,62,62,62,86,86,85,85,80,58,74,83,85,85,7
85,74,66,69,69,69,66,66,66,66,77,88,87,84,84,83,84,75,73,75,72,72,72,72,88,87,90,62,62,62,84,84,84,84,78,56,74,84,84,84,7
83,76,70,66,65,65,62,62,62,62,81,88,89,83,83,83,83,79,78,78,73,73,73,73,90,90,89,61,61,61,84,84,85,84,74,57,73,83,84,84,7
79,70,71,64,64,64,63,63,63,63,76,90,88,81,81,81,81,76,76,76,73,73,73,73,84,85,87,60,61,60,85,85,85,85,75,57,75,80,81,82,7
79,73,70,68,68,68,62,62,62,62,74,0,0,80,80,80,80,77,77,77,70,70,71,71,92,0,89,60,59,59,85,84,84,84,78,57,70,84,84,83,7
77,74,70,66,66,66,68,68,68,68,77,88,86,81,81,81,81,76,77,77,71,71,71,72,88,90,89,62,62,62,85,85,85,85,77,58,74,85,83,82,7
79,75,72,62,62,62,65,65,65,65,84,84,85,78,78,78,78,73,73,73,69,69,69,69,87,85,86,60,59,60,83,83,83,83,75,55,70,80,82,79,8
83,76,73,68,67,67,66,66,66,66,80,89,86,81,81,81,81,75,74,74,71,71,72,72,89,86,87,65,64,64,85,85,85,85,76,57,71,84,82,84,8
83,77,70,65,65,65,66,66,66,66,79,87,0,79,79,80,79,77,77,77,74,74,74,74,89,88,89,62,62,62,83,83,83,83,76,55,68,83,82,81,8
81,72,69,64,64,65,0,0,0,0,77,0,0,78,78,79,79,78,76,76,71,71,71,71,89,86,0,59,59,59,83,83,83,83,78,56,71,82,80,80,8
84,73,73,64,63,64,56,56,56,56,81,0,0,80,80,79,80,78,79,78,71,71,71,71,84,85,83,58,57,57,83,83,83,83,75,52,75,81,79,80,8
83,75,72,61,61,61,54,54,54,54,78,86,86,78,78,79,79,77,77,77,70,70,70,70,89,89,88,60,60,60,85,85,85,85,73,53,70,79,80,78,8
85,76,74,63,63,63,57,57,57,57,83,83,81,80,80,80,80,74,74,74,72,72,72,73,89,87,89,61,61,61,84,85,85,84,77,55,70,82,81,80,8
80,78,73,62,62,62,56,55,56,56,79,85,87,77,77,77,77,74,74,75,71,71,71,72,87,89,85,65,64,64,83,83,83,83,76,55,69,81,82,80,8
81,74,72,62,61,61,55,55,55,55,77,87,87,79,79,79,79,74,74,75,71,71,71,71,88,87,86,61,60,61,84,84,84,84,75,56,70,80,78,76,8
80,74,73,62,61,61,57,57,57,57,84,86,86,78,78,78,79,76,75,75,71,71,71,71,86,86,86,60,60,59,84,84,84,84,77,55,69,83,81,81,8
0,66,67,69,70,67,69,69,69,67,81,0,0,85,86,0,86,77,76,76,79,79,79,79,88,87,87,65,64,65,89,89,88,89,78,56,68,81,81,82,8
0,75,67,66,66,66,69,69,69,66,84,91,86,86,87,87,86,78,78,78,80,80,80,80,90,90,88,66,66,66,88,89,88,89,75,57,72,79,78,80,8
0,77,77,66,65,65,68,68,68,65,84,0,0,85,85,85,85,79,79,78,80,80,79,79,89,88,88,67,66,65,86,87,86,86,77,57,71,84,0,80,8
78,76,75,61,61,62,69,68,69,64,80,0,0,86,86,87,85,76,75,75,79,79,79,79,86,86,87,65,65,64,86,86,86,86,76,58,71,85,0,0,8
0,81,78,68,68,68,71,71,71,68,86,0,90,85,86,87,87,80,81,80,79,79,79,79,84,84,79,66,67,67,89,89,91,89,78,59,71,80,81,82,8
0,0,63,72,72,72,72,72,72,69,0,0,87,87,86,87,86,80,79,80,79,78,78,79,86,88,86,67,67,67,88,88,0,89,77,60,66,0,82,0,8
0,79,69,68,69,69,71,71,71,70,78,0,0,84,84,84,84,74,74,73,79,79,79,79,85,85,87,67,68,67,88,88,88,88,77,58,67,76,75,76,8
81,77,68,66,66,66,69,69,69,68,81,0,0,87,86,88,87,75,75,75,79,79,79,79,86,86,87,67,66,66,89,89,90,89,75,59,72,84,82,82,8
82,0,67,65,66,66,69,69,69,68,81,90,0,84,84,84,84,76,75,75,77,78,77,77,91,90,90,68,67,69,87,87,88,88,74,56,63,84,82,80,8
79,78,78,66,65,66,68,69,69,67,86,0,90,84,84,84,83,74,75,75,77,76,76,77,85,85,85,63,63,63,88,88,88,88,76,54,65,78,80,80,8
